,index,created_at,id,id_str,text,text_range,lang,user_id,user_id_str,user_name,user_screen_name,retweeted,quoted,polarity,subjectivity
16,18,13-12-2018 19:11,1.07329E+18,1.07329E+18,Just did an infomercial... there I fixed it for you 👏 https://t.co/ZBVi8VGxe0,"[0, 53]",en,17,17,user17,user17,0,1,0.1,0.2
17,19,13-12-2018 19:11,1.07329E+18,1.07329E+18,"Infomercial.

#FoxNewsIsNotRealNews https://t.co/k4VyVQUACb","[0, 35]",es,18,18,user18,user18,0,1,0,0
18,20,13-12-2018 19:11,1.07329E+18,1.07329E+18,Thank you sir! https://t.co/oWNQjGAWGw,"[0, 14]",en,19,19,user19,user19,0,1,0,0
19,21,13-12-2018 19:10,1.07329E+18,1.07329E+18,saw it sir..then listen the idiot pundits tell us y we should b appalled by ur style of leadership..glad to hear u call out fox polling..ur leadership has exposed the power of fake news delivery of the media industry..that is y they hate u sir..ur job prerformance is spectacular! https://t.co/BLgH2WyqyP,"[0, 280]",en,20,20,user20,user20,0,1,-0.43,0.92
20,22,13-12-2018 19:10,1.07329E+18,1.07329E+18,"You’re not a fucking talk show host. Stop all the bullshit interviews, you crazed orange narcissist! https://t.co/J2ShLA3smA","[0, 100]",en,21,21,user21,user21,0,1,0.375,0.8
21,23,13-12-2018 19:10,1.07329E+18,1.07329E+18,"Just say it once.
You repeat saying the same thing over and over because you are worried the person you're speaking to didn't understand. So, the fear of being misunderstood in this case is the obsession, and the repeating is the compulsion. https://t.co/nwi7KSjStj","[0, 241]",en,22,22,user22,user22,0,1,0,0.125
22,24,13-12-2018 19:09,1.07329E+18,1.07329E+18,"I’m not interested in anything but his resignation speech. Then I will, ‘enjoy’. https://t.co/0kNaBHZtn7","[0, 80]",en,23,23,user23,user23,0,1,0.1375,0.5
23,25,13-12-2018 19:08,1.07329E+18,1.07329E+18,#SoundAndFury signifying nothing honey. https://t.co/7gbxG7Fa4f,"[0, 39]",en,24,24,user24,user24,0,1,0,0
24,26,13-12-2018 19:07,1.07329E+18,1.07329E+18,#MuellerInvestigation #Enjoy !! https://t.co/LtG7ygUvzH,"[0, 31]",und,25,25,user25,user25,0,1,0.625,0.5
25,27,13-12-2018 19:07,1.07329E+18,1.07329E+18,It's a joke!!! (Quite enjoyable). https://t.co/zCKv9CUvxY,"[0, 33]",en,26,26,user26,user26,0,1,0.5,0.6
26,28,13-12-2018 19:04,1.07329E+18,1.07329E+18,We will watch the interview today because I want to watch a comedy show and laugh. https://t.co/BrMQJTZ4rB,"[0, 82]",en,27,27,user27,user27,0,1,0.3,0.1
27,29,13-12-2018 19:04,1.07329E+18,1.07329E+18,@realDonaldTrump when are you going to do an interview with Robert Mueller? https://t.co/hSy0V1gvXW,"[17, 75]",en,28,28,user28,user28,0,1,0,0
28,30,13-12-2018 19:03,1.07329E+18,1.07329E+18,It was good!!! https://t.co/y0Xp6Ym0sw,"[0, 14]",en,29,29,user29,user29,0,1,1,0.6
29,32,13-12-2018 19:02,1.07329E+18,1.07329E+18,test2 https://t.co/19LsQluzs6,"[0, 5]",en,30,30,user30,user30,0,1,0,0
30,33,13-12-2018 19:01,1.07329E+18,1.07329E+18,An appearance on State TV comrade? https://t.co/PvdL3saBzY,"[0, 34]",en,31,31,user31,user31,0,1,0,0
31,36,13-12-2018 18:56,1.07329E+18,1.07329E+18,#CloserNation https://t.co/nrwZzVPnsP,"[0, 13]",und,32,32,user32,user32,0,1,0,0
32,37,13-12-2018 18:56,1.07329E+18,1.07329E+18,"Saw it, more lies, pathetic ignorant rants, you truly think people are stupid!! You are a sad little man! https://t.co/f8tK3oLTT3","[0, 105]",en,33,33,user33,user33,0,1,-0.446875,0.8
33,38,13-12-2018 18:55,1.07329E+18,1.07329E+18,https://t.co/o9u82AZWUM,"[0, 23]",und,34,34,user34,user34,0,1,0,0
34,39,13-12-2018 18:54,1.07329E+18,1.07329E+18,"Nah, my brain still works. I’d rather not https://t.co/Jxfg4GTgPa","[0, 41]",en,35,35,user35,user35,0,1,0,0
35,40,13-12-2018 18:53,1.07329E+18,1.07329E+18,"ITS STATE SPONSORED MEDIA YALL!

TUNE IN! https://t.co/OaLZ4utKVY","[0, 41]",en,36,36,user36,user36,0,1,0,0
36,44,13-12-2018 18:48,1.07329E+18,1.07329E+18,This interview is getting bad reviews- “supportive condo board member?” https://t.co/Bx32VI5YpB,"[0, 71]",en,37,37,user37,user37,0,1,-0.1,0.833333333
37,45,13-12-2018 18:48,1.07329E+18,1.07329E+18,Adrian just flat out lied #FakeNews Trumps approval is 47% where she getting 38? Come on Harris why didn’t you call her out on that? https://t.co/M57JCCTm1v,"[0, 132]",en,38,38,user38,user38,0,1,-0.025,0.125
38,46,13-12-2018 18:46,1.07329E+18,1.07329E+18,Nothing like a “fair and balanced” interview on your State propaganda network. @realDonaldTrump @FoxNews https://t.co/PN8EHLu0cI,"[0, 104]",en,39,39,user39,user39,0,1,0.3,0.5
39,47,13-12-2018 18:46,1.07329E+18,1.07329E+18,"Let’s see...... naaaaa I’m busy, got to clean out the cat pot. https://t.co/94b8u9BQ6v","[0, 62]",en,40,40,user40,user40,0,1,0.233333333,0.5
40,48,13-12-2018 18:46,1.07329E+18,1.07329E+18,👍👍👍🇺🇸🇺🇸🇺🇸Knocked out of the ball park. https://t.co/kdSCXhtyWI,"[0, 38]",en,41,41,user41,user41,0,1,0,0
41,49,13-12-2018 18:45,1.07329E+18,1.07329E+18,Won’t be like the one where Nancy Pelosi handed you your “little balls” on a GOLD PLATTER? https://t.co/m9cd9p61eT,"[0, 90]",en,42,42,user42,user42,0,1,-0.1875,0.5
42,50,13-12-2018 18:45,1.07329E+18,1.07329E+18,"PATHETIC
@realDonaldTrump
GO ON REAL NEWS CHANNEL
INTERVIEW WITH REAL JOURNALISTS THEN HAVE THEM PLAY ALL UR TAPES
SHOW ALL UR CONFESSIONS
ON TWEETER!
😁😁😁😁
YOU ARE A LIER
TRAITOR
CHEATER
SPY
😁😁😁😁
#MuellerKnowsEverything &amp;
#MuellerIsClosingIn

@SenateDems
@HouseDemocrats https://t.co/ZJ98eaDaGl","[0, 274]",en,43,43,user43,user43,0,1,-0.183333333,0.533333333
43,51,13-12-2018 18:44,1.07329E+18,1.07329E+18,A LIAR interviewed by LIARS on the network of LIARS https://t.co/5lnFzE7Uyw,"[0, 51]",en,44,44,user44,user44,0,1,0,0
44,52,13-12-2018 18:44,1.07329E+18,1.07329E+18,How many fucking lies? https://t.co/fj26ogtoqg,"[0, 22]",en,45,45,user45,user45,0,1,-0.05,0.65
45,53,13-12-2018 18:43,1.07329E+18,1.07329E+18,State-run news. https://t.co/ZXdTzUXTAG,"[0, 15]",en,46,46,user46,user46,0,1,0,0
46,54,13-12-2018 18:43,1.07329E+18,1.07329E+18,If you didn't know what you were doing in the payoff of the women was criminal -explain the fact that you wanted to pay CASH and Cohen informed you that you couldn't do it that way? https://t.co/SMaKS7pxGj,"[0, 181]",en,47,47,user47,user47,0,1,-0.4,0.55
47,55,13-12-2018 18:42,1.07329E+18,1.07329E+18,🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮 https://t.co/8E45LV2Spa,"[0, 21]",und,48,48,user48,user48,0,1,0,0
48,56,13-12-2018 18:41,1.07329E+18,1.07329E+18,I watched and enjoyed... https://t.co/weDqYPnZ8o,"[0, 24]",en,49,49,user49,user49,0,1,0.5,0.7
49,59,13-12-2018 18:41,1.07329E+18,1.07329E+18,#MAGA https://t.co/AcRGe0dEc1,"[0, 5]",und,50,50,user50,user50,0,1,0,0
50,61,13-12-2018 18:40,1.07329E+18,1.07329E+18,"@realDonaldTrump Posted... 
https://t.co/vTopnYpRwd","[0, 51]",en,51,51,user51,user51,0,1,0,0
51,63,13-12-2018 18:38,1.07329E+18,1.07329E+18,No one cares nor is Watching! https://t.co/CfOPsFazBQ,"[0, 29]",en,52,52,user52,user52,0,1,0,0
52,64,13-12-2018 18:38,1.07329E+18,1.07329E+18,Is EVERY interview this clown does on Fox News? Jeezus the propaganda machine’s ‘News’ is gonna suck when this guy is out of office. https://t.co/mOXGlo344a,"[0, 132]",en,53,53,user53,user53,0,1,-0.1,0.1
53,65,13-12-2018 18:38,1.07329E+18,1.07329E+18,A fake president who can ONLY sit down with a fake news station because he can't HANDLE talking to REAL journalists. https://t.co/zcMhOGafhc,"[0, 116]",en,54,54,user54,user54,0,1,-0.191111111,0.717777778
54,66,13-12-2018 18:38,1.07329E+18,1.07329E+18,I don't really care do you? https://t.co/rFJw62Lhwl,"[0, 27]",en,55,55,user55,user55,0,1,0.2,0.2
55,68,13-12-2018 18:37,1.07329E+18,1.07329E+18,Way to confess😎✅ https://t.co/FLgWpeBjRc,"[0, 16]",en,56,56,user56,user56,0,1,0,0
56,69,13-12-2018 18:37,1.07329E+18,1.07329E+18,"@Reuters Yep, Empty. Because it's apparently more important to feed lies to the base:
https://t.co/3FlQpDUYBK","[9, 109]",en,57,57,user57,user57,0,1,0,0.75
57,70,13-12-2018 18:36,1.07329E+18,1.07329E+18,Go fuck yourself at 1pmE. Enjoy! https://t.co/y6Yx1XzIWp,"[0, 32]",en,58,58,user58,user58,0,1,0.05,0.55
58,71,13-12-2018 18:36,1.07329E+18,1.07329E+18,I'll pass. It's hard to dumb myself down to your level! https://t.co/ml0dGr8iZz,"[0, 55]",en,59,59,user59,user59,0,1,-0.287037037,0.443518519
59,72,13-12-2018 18:35,1.07329E+18,1.07329E+18,They can even do interviews from prison. #LockHimUp https://t.co/BMkGbY8X7Y,"[0, 51]",en,60,60,user60,user60,0,1,0,0
60,73,13-12-2018 18:35,1.07329E+18,1.07329E+18,Who? https://t.co/UKGK0KbwRC,"[0, 4]",und,61,61,user61,user61,0,1,0,0
61,74,13-12-2018 18:35,1.07329E+18,1.07329E+18,"My takeaway, USA is IN the business of BUSINESS. Career politicians, Lawyers, &amp; Academics no match to @realDonaldTrump in MANAGING USA. https://t.co/OqLhfiQIqJ","[0, 139]",en,62,62,user62,user62,0,1,0,0
62,75,13-12-2018 18:35,1.07329E+18,1.07329E+18,"Thank you for saying ""I don't think we paid them ( The Enquirer) I have to check ,but I don't think WE paid them"" 
I feel violated ,Insulted as you continue #BrainFngAmerica https://t.co/LJfgguk0fg","[0, 173]",en,63,63,user63,user63,0,1,0,0
63,77,13-12-2018 18:33,1.07328E+18,1.07328E+18,"@realDonaldTrump Posted... 
https://t.co/SaKUva74xL","[0, 51]",en,64,64,user64,user64,0,1,0,0
64,78,13-12-2018 18:33,1.07328E+18,1.07328E+18,"""interview"" https://t.co/TuO4qhhOnH","[0, 11]",en,65,65,user65,user65,0,1,0,0
65,79,13-12-2018 18:32,1.07328E+18,1.07328E+18,It was amazing. Your words were honey. https://t.co/9GPyyVbzPD,"[0, 38]",en,66,66,user66,user66,0,1,0.6,0.9
66,80,13-12-2018 18:32,1.07328E+18,1.07328E+18,Fake news comprised of lies from the darkest part of your brain. https://t.co/8mUlV9w4MB,"[0, 64]",en,67,67,user67,user67,0,1,-0.5,1
67,81,13-12-2018 18:32,1.07328E+18,1.07328E+18,"We are so Lucky to have President Trump ... He knows how to do things and takes Action... LEFT May do all they can to Ridicule, Lie, Criticize, Camouflage, Finagle, what's real but He still stays focus on MAGA. LeftFocus2Destroy  Trump4TheAmericanPeople https://t.co/GwCB7Qiwdy","[0, 253]",en,68,68,user68,user68,0,1,0.158333333,0.308333333
68,83,13-12-2018 18:32,1.07328E+18,1.07328E+18,Fox tried to make humpty trumpty look good......never challenged him on ami or his coo of trump org.....fake news is fox https://t.co/r3rZghCq8J,"[0, 120]",en,69,69,user69,user69,0,1,0,0
69,84,13-12-2018 18:31,1.07328E+18,1.07328E+18,"You created your own legal troubles. Self inflicted wound, Don! Tick, tock!

@realDonaldTrump @GOP @VP @PressSec https://t.co/vgskjxQwRu","[0, 112]",en,70,70,user70,user70,0,1,0.45625,0.6
70,85,13-12-2018 18:31,1.07328E+18,1.07328E+18,A lot of us don’t have Faux News. (By choice) https://t.co/DU1mk9Hmux,"[0, 45]",en,71,71,user71,user71,0,1,0,0
71,87,13-12-2018 18:31,1.07328E+18,1.07328E+18,LOL @ this special moron we call our president!!!! Why would anyone plot to embarrass you?¿ You do a grand job of that on the daily all by yourself!!! https://t.co/Sguw3LKJAy,"[0, 150]",en,72,72,user72,user72,0,1,0.131428571,0.654285714
72,88,13-12-2018 18:30,1.07328E+18,1.07328E+18,"The only market up 32% since your inauguration is the one created for defense lawyers in Washington, DC! https://t.co/8eSn5m2dEt","[0, 104]",en,73,73,user73,user73,0,1,0,1
73,89,13-12-2018 18:30,1.07328E+18,1.07328E+18,Day #691 of the hostage situation. Evil Captor commands all hostages watch him on State Run Propaganda TV and like it! @jamesalandarby https://t.co/sq4qeMMelN,"[0, 134]",en,74,74,user74,user74,0,1,-0.5625,0.55
74,90,13-12-2018 18:30,1.07328E+18,1.07328E+18,"2  and 2 are 4. 4  and 4 are 8. If eight and eight were eighty-eight, that's nearly as old as I am. #oldmantrump https://t.co/rEd7mH9mP9","[0, 136]",en,75,75,user75,user75,0,1,0.1,0.2
75,92,13-12-2018 18:29,1.07328E+18,1.07328E+18,"The only thing I'll enjoy about you, is watching you exit the office of president, in disgrace. You are a disgrace, and an abomination of every value we hold dear in our country. Resign. https://t.co/yxLq9aFsc0","[0, 186]",en,76,76,user76,user76,0,1,0.2,0.75
76,94,13-12-2018 18:28,1.07328E+18,1.07328E+18,@realDonaldTrump I will enjoy seeing you squirm and invent more bottomless Pinocchios. Jail time for you and Don Junior and Ivanka and Jared will give me even more enjoyment. https://t.co/51LBAplYUp,"[17, 174]",en,77,77,user77,user77,0,1,0.325,0.375
77,96,13-12-2018 18:28,1.07328E+18,1.07328E+18,I LOVED IT GREAT JOB AND I WATCHED OUR FIRST LADY LAST NIGHT SHE WAS WONDERFUL LOVE YOU BOTH https://t.co/5WNGxTbSo7,"[0, 92]",en,78,78,user78,user78,0,1,0.541666667,0.591666667
78,97,13-12-2018 18:28,1.07328E+18,1.07328E+18,love you @POTUS ! Merry CHRISTmas to you and your lovey family! https://t.co/95OsozJW8i,"[0, 63]",en,79,79,user79,user79,0,1,0.78125,0.6
79,98,13-12-2018 18:27,1.07328E+18,1.07328E+18,Just did an interview with @HARRISURUK on @ stupid fat hobbits airing now (1pmE.) Enjoy! https://t.co/oBcqvC5Una,"[0, 88]",en,80,80,user80,user80,0,1,-0.15,0.75
80,99,13-12-2018 18:27,1.07328E+18,1.07328E+18,This shows the justice department that he has plenty of time to take part in court proceedings.  No reason not to indict if it is called for based on criminal activity. https://t.co/w9EdC69jTU,"[0, 168]",en,81,81,user81,user81,0,1,-0.4,0.55
81,101,13-12-2018 18:26,1.07328E+18,1.07328E+18,"Try to catch @POTUS Interview today 
#MAGA #WWG1WGA https://t.co/Ufvh9Johss","[0, 51]",en,82,82,user82,user82,0,1,0,0
82,102,13-12-2018 18:26,1.07328E+18,1.07328E+18,".@realDonaldTrump  We know you have to keep your cult primed, and that Fox is your sycophant megaphone, but your attorneys must be advising you not to do this. You would be wise to listen to them, Sir, as you are in serious legal trouble. https://t.co/upO2UotyyW","[0, 238]",en,83,83,user83,user83,0,1,0.091666667,0.491666667
83,103,13-12-2018 18:26,1.07328E+18,1.07328E+18,We don't get Trump News.. ..I mean Fox news in the UK *thank god* https://t.co/w4kiUPt3Cs,"[0, 65]",en,84,84,user84,user84,0,1,-0.3125,0.6875
84,104,13-12-2018 18:25,1.07328E+18,1.07328E+18,🤮🤮🤮🤮🤣🤣🤣🤣 https://t.co/FMSkhBdGLo,"[0, 8]",und,85,85,user85,user85,0,1,0,0
85,106,13-12-2018 18:25,1.07328E+18,1.07328E+18,Nah https://t.co/vbsWBnp5I1,"[0, 3]",und,86,86,user86,user86,0,1,0,0
86,107,13-12-2018 18:24,1.07328E+18,1.07328E+18,"Enjoy your half-assed, barely thought out, illiterate half sentences y'all. It will be HUGELY entertaining y'all. https://t.co/HJlBiKeVqq","[0, 113]",en,87,87,user87,user87,0,1,0.195833333,0.366666667
87,108,13-12-2018 18:24,1.07328E+18,1.07328E+18,Good interview https://t.co/GE4bU7eZN0,"[0, 14]",en,88,88,user88,user88,0,1,0.7,0.6
88,109,13-12-2018 18:24,1.07328E+18,1.07328E+18,Oh... https://t.co/K5tkel4LF5,"[0, 5]",und,89,89,user89,user89,0,1,0,0
89,110,13-12-2018 18:24,1.07328E+18,1.07328E+18,Trump fights hard for us! Love this guy!!! https://t.co/uSlNgKJlXV,"[0, 42]",en,90,90,user90,user90,0,1,0.305989583,0.570833333
90,111,13-12-2018 18:23,1.07328E+18,1.07328E+18,"DOES ANYONE REALL GIVE A FUCK! ROT IN PRISON, CRIMINAL https://t.co/UFRE0cT3Eu","[0, 54]",en,91,91,user91,user91,0,1,-0.45,0.575
91,112,13-12-2018 18:23,1.07328E+18,1.07328E+18,"No Mr Trump we are not going to view your attempted State television propaganda machine that ultimately will not work out the way you think it will, just wait and see what happens to you. https://t.co/dzqTUOKPxd","[0, 187]",en,92,92,user92,user92,0,1,-0.05,0.55
92,113,13-12-2018 18:23,1.07328E+18,1.07328E+18,Who cares? https://t.co/nhkV9yL39c,"[0, 10]",en,93,93,user93,user93,0,1,0,0
93,114,13-12-2018 18:23,1.07328E+18,1.07328E+18,Did you make any transsexual references. https://t.co/qICJu21YKl,"[0, 40]",en,94,94,user94,user94,0,1,0,0
94,115,13-12-2018 18:22,1.07328E+18,1.07328E+18,More lies? No thanks! https://t.co/5vGzyGLCzc,"[0, 21]",en,95,95,user95,user95,0,1,0.1875,0.35
95,116,13-12-2018 18:21,1.07328E+18,1.07328E+18,https://t.co/55qEXiushb,"[0, 23]",und,96,96,user96,user96,0,1,0,0
96,117,13-12-2018 18:20,1.07328E+18,1.07328E+18,Listening to this 😉 https://t.co/S7v04XWnqH,"[0, 19]",en,97,97,user97,user97,0,1,0,0
97,119,13-12-2018 18:19,1.07328E+18,1.07328E+18,"Oh, I think I will enjoy this in the same way Titanic passengers enjoyed the music while sinking. https://t.co/od6i5i6IkZ","[0, 97]",en,98,98,user98,user98,0,1,0.3,0.441666667
98,120,13-12-2018 18:19,1.07328E+18,1.07328E+18,https://t.co/bXjv8b5D6B,"[0, 23]",und,99,99,user99,user99,0,1,0,0
99,121,13-12-2018 18:18,1.07328E+18,1.07328E+18,No thanks https://t.co/D28BVnTELT,"[0, 9]",en,100,100,user100,user100,0,1,-0.1,0.2
100,122,13-12-2018 18:18,1.07328E+18,1.07328E+18,Sorry but I’m watching CNN https://t.co/w9WHTa0Rlp,"[0, 26]",en,101,101,user101,user101,0,1,-0.5,1
101,124,13-12-2018 18:17,1.07328E+18,1.07328E+18,"Well it would be fox news, not got the guts to do CNN? https://t.co/zbwRFuPwDm","[0, 54]",en,102,102,user102,user102,0,1,0,0
102,125,13-12-2018 18:17,1.07328E+18,1.07328E+18,"Never watch that channel, fake fokkin shyt https://t.co/VKWeJlgI2i","[0, 42]",en,103,103,user103,user103,0,1,-0.5,1
103,126,13-12-2018 18:16,1.07328E+18,1.07328E+18,Wait I’m confused....so do you hate the media in general or just the sources that call out your bullshit?? https://t.co/oR11QzTKoB,"[0, 106]",en,104,104,user104,user104,0,1,-0.375,0.7
104,127,13-12-2018 18:16,1.07328E+18,1.07328E+18,@JulietHuddyTV Sorry. Gotta wash my hair. https://t.co/CCTymovZvQ,"[0, 41]",en,105,105,user105,user105,0,1,-0.5,1
105,128,13-12-2018 18:16,1.07328E+18,1.07328E+18,"@TheDemocrats @GOP Haha :-)
20 Mile😉 -50Mile-
😉20 Mile
Nice Idea ) .Good)
https://t.co/R3Ie7hbR3o","[19, 97]",en,106,106,user106,user106,0,1,0.433333333,0.766666667
106,129,13-12-2018 18:16,1.07328E+18,1.07328E+18,Did she ask you how you felt being destroyed by Nancy Pelosi?   @realDonaldTrump #IllegitimatePresident #Cheater #FakePresident #Resist https://t.co/DIMFdVyehJ,"[0, 135]",en,107,107,user107,user107,0,1,0,0
107,130,13-12-2018 18:16,1.07328E+18,1.07328E+18,"Awesome.  Very much enjoy 
.@HARRISFAULKNER and her reporting.     .@POTUS 
.@realDonaldTrump https://t.co/wPgb8QQQ9G","[0, 93]",en,108,108,user108,user108,0,1,0.7,0.75
108,131,13-12-2018 18:16,1.07328E+18,1.07328E+18,"Just did an interview with HARRISFAULKNER on FoxNews, airing now (1pmE.) Enjoy! https://t.co/8PMsyBUUR7","[0, 103]",en,109,109,user109,user109,0,1,0.5,0.5
109,132,13-12-2018 18:16,1.07328E+18,1.07328E+18,"Просто сделал интервью с @HARRISFAULKNER на @РСН, эфир (1pmE.) Наслаждайтесь! https://t.co/oirQ9eByHs","[0, 101]",ru,110,110,user110,user110,0,1,0.5,0.5
110,135,13-12-2018 18:15,1.07328E+18,1.07328E+18,Who wants to listen to your lies? https://t.co/4Pb0a3eivO,"[0, 33]",en,111,111,user111,user111,0,1,0.2,0.1
111,136,13-12-2018 18:15,1.07328E+18,1.07328E+18,Watching now! https://t.co/0jgJDB7wFz,"[0, 13]",en,112,112,user112,user112,0,1,0,0
112,137,13-12-2018 18:15,1.07328E+18,1.07328E+18,"🇺🇸Mr. President,  I join you in your statement ""Oh, I'll shut down the gov't over border security&amp; I won't blame you, Chuck""  So, in case @chuckschumer is wondering: I, Miss Q; American citizen agree to shut down the gov't IF we don't get a border wall"" #TrumpShutdownIsOkWithMe https://t.co/cNPEyl6b2D","[0, 282]",en,113,113,user113,user113,0,1,-0.103703704,0.192592593
113,138,13-12-2018 18:15,1.07328E+18,1.07328E+18,"What are you doing about this and the guys? 
Are you part of the solution or part of the problem?https://t.co/q13sTF294T https://t.co/9Vtt1fy92u","[0, 120]",en,114,114,user114,user114,0,1,0,0
114,139,13-12-2018 18:14,1.07328E+18,1.07328E+18,https://t.co/wxOjAtwcaP https://t.co/qzmNkgwaJ1,"[0, 23]",und,115,115,user115,user115,0,1,0,0
115,140,13-12-2018 18:14,1.07328E+18,1.07328E+18,Awesome💝💝💝 https://t.co/smuEzTaiVh,"[0, 10]",en,116,116,user116,user116,0,1,0,0
116,141,13-12-2018 18:14,1.07328E+18,1.07328E+18,"Just did an interview with HARRIS FAULKNER on #FauxNews, airing now (1pmE.) Enjoy the Lies! #TrumpLiesMatter #TrumpCrimesMatter https://t.co/L0WjmBlFdF","[0, 127]",en,117,117,user117,user117,0,1,0.5,0.5
117,142,13-12-2018 18:14,1.07328E+18,1.07328E+18,Stop lieing https://t.co/6CkBGFthzs,"[0, 11]",en,118,118,user118,user118,0,1,0,0
118,145,13-12-2018 18:14,1.07328E+18,1.07328E+18,.@jack this guy's trying to make everyone sick on their lunch breaks. https://t.co/7dBO3bk8NG,"[0, 69]",en,119,119,user119,user119,0,1,-0.714285714,0.857142857
119,146,13-12-2018 18:14,1.07328E+18,1.07328E+18,Yea and even Uncle Ruckus @Harrisfaulkner knows how deep the shitsand you're sinking in is https://t.co/bjmqiByLm9,"[0, 90]",en,120,120,user120,user120,0,1,0,0.4
120,147,13-12-2018 18:14,1.07328E+18,1.07328E+18,Love Her❤️ Can't wait! Love you Sir! Thanks so much for everything 🇺🇸❤️🙏🏼 #QAnon #MAGA #WWG1WGAWORLDWIDE #WWG1WGA https://t.co/4rHQKoTIDR,"[0, 113]",en,121,121,user121,user121,0,1,0.4125,0.4
121,148,13-12-2018 18:13,1.07328E+18,1.07328E+18,On sorry I can't there is a dust bunny in the corner and towels need to be folded. https://t.co/y1HCe3pLK8,"[0, 82]",en,122,122,user122,user122,0,1,-0.5,1
122,149,13-12-2018 18:13,1.07328E+18,1.07328E+18,WATCHING !!! https://t.co/0q2Gn2zD4V,"[0, 12]",en,123,123,user123,user123,0,1,0,0
123,150,13-12-2018 18:13,1.07328E+18,1.07328E+18,Here's a suggestion. Why not do an 'interview' with a real NEWS channel and not a channel no serious journalist would touch with a barge pole. #quackinchief #trump #FakeNews https://t.co/DJy4tID7sm,"[0, 173]",en,124,124,user124,user124,0,1,0.183333333,0.483333333
